GROUPED BY YEAR AND SORTED BY POSITION,,,,,,,,,,,,,,,SORTED ALPHABETICALLY,,,,,,,,,,,,,,,GROUPED BY POSITION AND SORTED BY YEAR,,,,,,,,,,,,,
#,Name,Votes,Year,Single#,Change,Group,Membership,Birthdate,CurrentAge,SenbatsuAge,Blood,Birthplace,CurrentAge,,#,Name,Votes,Year,Single#,Change,Group,Membership,Birthdate,CurrentAge,SenbatsuAge,Blood,Birthplace,CurrentAge,,#,Name,Votes,Year,Single#,Change,Group,Membership,Birthdate,CurrentAge,SenbatsuAge,Blood,Birthplace,CurrentAge
49,Futamura Haruka,20618,2016,45,-11,SKE48,Future Girls Center,1996/05/14,21,20,O,Aichi,"21 Years, 8 Months, 23 Days",,12,Shiroma Miru,41491,2017,49,12,NMB48,Senbatsu Member,1997/10/14,20,19,B,Osaka,"20 Years, 3 Months, 23 Days",,57,Oba Mina,5969,2012,27,-22,AKB48,Future Girls Member,1992/04/03,25,20,A,Kanagawa,"25 Years, 10 Months, 3 Days"
50,Moriyasu Madoka,20228,2016,45,-7,HKT48,Future Girls Member,1997/07/26,20,18,A,Nagasaki,"20 Years, 6 Months, 11 Days",,55,Soda Sarina,17071,2015,41,NEW,SKE48,Future Girls Member,1993/01/18,25,22,B,Saitama,"25 Years, 0 Months, 19 Days",,57,Ichikawa Miori,12616,2013,32,1,AKB48,Future Girls Member,1994/02/12,23,19,"O (""The shape of a lemon"")",Saitama,"23 Years, 11 Months, 25 Days"
51,Iwatate Saho,20021,2016,45,REENTER,AKB48,Future Girls Member,1994/10/04,23,21,B,Kanagawa,"23 Years, 4 Months, 2 Days",,30,Soda Sarina,28369,2016,45,25,SKE48,Undergirls Member,1993/01/18,25,23,B,Saitama,"25 Years, 0 Months, 19 Days",,57,Ishida Haruka,14358,2014,37,-11,SKE48,Future Girls Member,1993/12/02,24,20,A,Saitama,"24 Years, 2 Months, 4 Days"
52,Ota Yuuri,19534,2016,45,NEW,NMB48,Future Girls Member,1999/12/01,18,16,AB,Nara,"18 Years, 2 Months, 5 Days",,8,Soda Sarina,52475,2017,49,22,SKE48,Senbatsu Member,1993/01/18,25,24,B,Saitama,"25 Years, 0 Months, 19 Days",,57,Mogi Shinobu,16867,2015,41,NEW,AKB48,Future Girls Member,1997/02/16,20,18,AB,Chiba,"20 Years, 11 Months, 21 Days"
53,Kojina Yui,19377,2016,45,-7,HKT48,Future Girls Member,1998/01/24,19,18,AB,Fukuoka,"20 Years, 0 Months, 13 Days",,36,Suda Akari,5343,2011,22,NEW,SKE48,Undergirls Member,1991/10/31,26,19,A,Aichi,"26 Years, 3 Months, 6 Days",,57,Okada Ayaka,18524,2016,45,NEW,AKB48,Future Girls Member,1998/11/06,19,17,A,Tokyo,"19 Years, 3 Months, 0 Days"
54,Takeuchi Mai,19336,2016,45,NEW,SKE48,Future Girls Member,1993/08/31,24,22,A,Mie,"24 Years, 5 Months, 6 Days",,29,Suda Akari,11323,2012,27,7,SKE48,Undergirls Member,1991/10/31,26,20,A,Aichi,"26 Years, 3 Months, 6 Days",,57,Tanigawa Airi,19752,2017,49,REENTER,NMB48,Future Girls Member,1995/12/05,22,21,O,Osaka,"22 Years, 2 Months, 1 Days"
55,Tani Marika,19274,2016,45,-32,SKE48,Future Girls Member,1996/01/05,22,20,B,Fukuoka,"22 Years, 1 Months, 1 Days",,16,Suda Akari,43252,2013,32,13,SKE48,Senbatsu Member,1991/10/31,26,21,A,Aichi,"26 Years, 3 Months, 6 Days",,58,Ichikawa Miori,5963,2012,27,-19,AKB48,Future Girls Member,1994/02/12,23,18,"O (""The shape of a lemon"")",Saitama,"23 Years, 11 Months, 25 Days"
56,Shibuya Nagisa,19140,2016,45,2,NMB48,Future Girls Member,1996/08/25,21,19,A,Osaka,"21 Years, 5 Months, 12 Days",,10,Suda Akari,48182,2014,37,6,SKE48,Senbatsu Member,1991/10/31,26,22,A,Aichi,"26 Years, 3 Months, 6 Days",,58,Isohara Kyoka,12319,2013,32,NEW,SKE48,Future Girls Member,1996/08/08,21,16,O,Aichi,"21 Years, 5 Months, 29 Days"
57,Okada Ayaka,18524,2016,45,NEW,AKB48,Future Girls Member,1998/11/06,19,17,A,Tokyo,"19 Years, 3 Months, 0 Days",,18,Suda Akari,43665,2015,41,-8,SKE48,Undergirls Member,1991/10/31,26,23,A,Aichi,"26 Years, 3 Months, 6 Days",,58,Jonishi Kei,14194,2014,37,-18,AKB48,Future Girls Member,1995/03/18,22,19,A,Shiga,"22 Years, 10 Months, 19 Days"
58,Ueki Nao,17898,2016,45,NEW,HKT48,Future Girls Member,1997/08/12,20,18,AB,Fukuoka,"20 Years, 5 Months, 25 Days",,7,Suda Akari,69159,2016,45,11,SKE48,Senbatsu Member,1991/10/31,26,24,A,Aichi,"26 Years, 3 Months, 6 Days",,58,Shibuya Nagisa,16386,2015,41,NEW,NMB48,Future Girls Member,1996/08/25,21,18,A,Osaka,"21 Years, 5 Months, 12 Days"
59,Sakaguchi Riko,16839,2016,45,-22,HKT48,Future Girls Member,1994/07/26,23,21,A,Fukuoka,"23 Years, 6 Months, 11 Days",,6,Suda Akari,63124,2017,49,1,SKE48,Senbatsu Member,1991/10/31,26,25,A,Aichi,"26 Years, 3 Months, 6 Days",,58,Ueki Nao,17898,2016,45,NEW,HKT48,Future Girls Member,1997/08/12,20,18,AB,Fukuoka,"20 Years, 5 Months, 25 Days"
60,Komada Hiroka,16691,2016,45,REENTER,HKT48,Future Girls Member,1996/11/21,21,19,A,Miyazaki,"21 Years, 2 Months, 16 Days",,44,Suto Ririka,21559,2016,45,NEW,NMB48,Next Girls Member,1996/11/23,21,19,A,Tokyo,"21 Years, 2 Months, 14 Days",,58,Arai Yuki,19467,2017,49,28,SKE48,Future Girls Member,1998/05/07,19,19,A,Kyoto,"19 Years, 8 Months, 30 Days"
61,Nishino Miki,16548,2016,45,REENTER,AKB48,Future Girls Member,1999/04/04,18,17,O,Shizuoka,"18 Years, 10 Months, 2 Days",,20,Suto Ririka,31779,2017,49,24,NMB48,Undergirls Member,1996/11/23,21,20,A,Tokyo,"21 Years, 2 Months, 14 Days",,59,Oya Shizuka,5933,2012,27,NEW,AKB48,Future Girls Member,1991/12/28,26,20,O,Fukuoka,"26 Years, 1 Months, 9 Days"
62,Owada Nana,16246,2016,45,NEW,AKB48,Future Girls Member,1999/09/15,18,16,A,Chiba,"18 Years, 4 Months, 22 Days",,28,Takahashi Juri,23612,2014,37,NEW,AKB48,Undergirls Member,1997/10/03,20,16,A,Ibaraki,"20 Years, 4 Months, 3 Days",,59,Tomonaga Mio,12126,2013,32,NEW,HKT48,Future Girls Member,1998/05/17,19,15,O,Fukuoka,"19 Years, 8 Months, 20 Days"
63,Sakai Mei,15994,2016,45,NEW,SKE48,Future Girls Member,1997/12/13,20,18,B,Aichi,"20 Years, 1 Months, 24 Days",,25,Takahashi Juri,25421,2015,41,3,AKB48,Undergirls Member,1997/10/03,20,17,A,Ibaraki,"20 Years, 4 Months, 3 Days",,59,Yabushita Shu,14119,2014,37,-10,NMB48,Future Girls Member,1998/12/02,19,15,AB,Osaka,"19 Years, 2 Months, 4 Days"
64,Kitagawa Ryoha,15793,2016,45,2,SKE48,Future Girls Member,1998/10/09,19,17,B,Aichi,"19 Years, 3 Months, 28 Days",,15,Takahashi Juri,40648,2016,45,10,AKB48,Senbatsu Member,1997/10/03,20,18,A,Ibaraki,"20 Years, 4 Months, 3 Days",,59,Kato Yuuka,15729,2015,41,NEW,NMB48,Future Girls Member,1997/08/01,20,17,A,Osaka,"20 Years, 6 Months, 5 Days"
65,Miyamae Ami,15716,2016,45,-20,SKE48,Upcoming Girls Center,1997/09/09,20,18,A,Aichi,"20 Years, 4 Months, 28 Days",,11,Takahashi Juri,42663,2017,49,4,AKB48,Senbatsu Member,1997/10/03,20,19,A,Ibaraki,"20 Years, 4 Months, 3 Days",,59,Sakaguchi Riko,16839,2016,45,-22,HKT48,Future Girls Member,1994/07/26,23,21,A,Fukuoka,"23 Years, 6 Months, 11 Days"
66,Kishino Rika,15697,2016,45,NEW,NMB48,Upcoming Girls Member,1994/06/04,23,22,O,Hyogo,"23 Years, 8 Months, 2 Days",,5,Takahashi Minami,2614,2009,13,NEW,AKB48,Senbatsu Member,1991/04/08,26,18,AB,Tokyo,"26 Years, 9 Months, 29 Days",,59,Matsuoka Natsumi,19372,2017,49,-13,HKT48,Future Girls Member,1996/08/08,21,20,O,Fukuoka,"21 Years, 5 Months, 29 Days"
67,Kumazaki Haruka,15600,2016,45,NEW,SKE48,Upcoming Girls Member,1997/08/10,20,18,O,Aichi,"20 Years, 5 Months, 27 Days",,6,Takahashi Minami,17787,2010,17,-1,AKB48,Senbatsu Member,1991/04/08,26,19,AB,Tokyo,"26 Years, 9 Months, 29 Days",,60,Ogasawara Mayu,5919,2012,27,NEW,NMB48,Future Girls Member,1994/04/11,23,18,A,Osaka,"23 Years, 9 Months, 26 Days"
68,Kimoto Kanon,15057,2016,45,-20,SKE48,Upcoming Girls Member,1997/08/11,20,18,AB,Aichi,"20 Years, 5 Months, 26 Days",,7,Takahashi Minami,52790,2011,22,-1,AKB48,Senbatsu Member,1991/04/08,26,20,AB,Tokyo,"26 Years, 9 Months, 29 Days",,60,Matsui Sakiko,11961,2013,32,-7,AKB48,Future Girls Member,1990/12/10,27,22,O,Saitama,"27 Years, 1 Months, 27 Days"
69,Taniguchi Megu,14950,2016,45,NEW,AKB48,Upcoming Girls Member,1998/11/12,19,17,A,Tokyo,"19 Years, 2 Months, 25 Days",,6,Takahashi Minami,65480,2012,27,1,AKB48,Senbatsu Member,1991/04/08,26,21,AB,Tokyo,"26 Years, 9 Months, 29 Days",,60,Sakaguchi Riko,12937,2014,37,NEW,NMB48,Future Girls Member,1994/07/26,23,19,A,Fukuoka,"23 Years, 6 Months, 11 Days"
70,Sakaguchi Nagisa,14913,2016,45,NEW,AKB48,Upcoming Girls Member,2000/12/23,17,15,A,Hokkaido,"17 Years, 1 Months, 14 Days",,8,Takahashi Minami,68681,2013,32,-2,AKB48,Senbatsu Member,1991/04/08,26,22,AB,Tokyo,"26 Years, 9 Months, 29 Days",,60,Yabushita Shu,15666,2015,41,-1,NMB48,Future Girls Member,1998/12/02,19,16,AB,Osaka,"19 Years, 2 Months, 4 Days"
71,Yamauchi Suzuran,14550,2016,45,-8,SKE48,Upcoming Girls Member,1994/12/08,23,21,O,Chiba,"23 Years, 1 Months, 29 Days",,9,Takahashi Minami,57388,2014,37,-1,AKB48,Senbatsu Member,1991/04/08,26,23,AB,Tokyo,"26 Years, 9 Months, 29 Days",,60,Komada Hiroka,16691,2016,45,REENTER,HKT48,Future Girls Member,1996/11/21,21,19,A,Miyazaki,"21 Years, 2 Months, 16 Days"
72,Akiyoshi Yuka,14544,2016,45,NEW,HKT48,Upcoming Girls Member,2000/10/24,17,15,B,Fukuoka,"17 Years, 3 Months, 13 Days",,4,Takahashi Minami,137252,2015,41,5,AKB48,Senbatsu Member,1991/04/08,26,24,AB,Tokyo,"26 Years, 9 Months, 29 Days",,60,Shibuya Nagisa,19263,2017,49,-4,NMB48,Future Girls Member,1996/08/25,21,20,A,Osaka,"21 Years, 5 Months, 12 Days"
73,Omori Miyuu,14177,2016,45,-6,AKB48,Upcoming Girls Member,1998/09/03,19,17,B,Kanagawa,"19 Years, 5 Months, 3 Days",,78,Takahata Yuki,15804,2017,49,NEW,SKE48,Upcoming Girls Member,1995/07/18,22,21,A,Kagawa,"22 Years, 6 Months, 19 Days",,61,Sato Sumire,5706,2012,27,-27,AKB48,Future Girls Member,1993/11/20,24,18,O,Saitama,"24 Years, 2 Months, 17 Days"
74,Kamata Natsuki,13882,2016,45,NEW,SKE48,Upcoming Girls Member,1996/08/29,21,19,O,Aichi,"21 Years, 5 Months, 8 Days",,23,Takajo Aki,1322,2009,13,NEW,AKB48,Undergirls Member,1991/10/03,26,17,B,Tokyo,"26 Years, 4 Months, 3 Days",,61,Yamauchi Suzuran,11888,2013,32,-7,AKB48,Future Girls Member,1994/12/08,23,18,O,Chiba,"23 Years, 1 Months, 29 Days"
75,Sato Sumire,13657,2016,45,-26,SKE48,Upcoming Girls Member,1993/11/20,24,22,O,Saitama,"24 Years, 2 Months, 17 Days",,13,Takajo Aki,11062,2010,17,10,AKB48,Senbatsu Member,1991/10/03,26,18,B,Tokyo,"26 Years, 4 Months, 3 Days",,61,Kotani Riho,12913,2014,37,NEW,HKT48,Future Girls Member,1994/08/24,23,19,A,Kyoto,"23 Years, 5 Months, 13 Days"
76,Kato Minami,13571,2016,45,NEW,NGT48,Upcoming Girls Member,1999/01/15,19,17,O,Niigata,"19 Years, 0 Months, 22 Days",,12,Takajo Aki,31009,2011,22,1,AKB48,Senbatsu Member,1991/10/03,26,19,B,Tokyo,"26 Years, 4 Months, 3 Days",,61,Azuma Rion,15539,2015,41,NEW,SKE48,Future Girls Member,1996/11/13,21,18,AB,Hokkaido,"21 Years, 2 Months, 24 Days"
77,Yoshida Akari,13512,2016,45,REENTER,NMB48,Upcoming Girls Member,1996/08/16,21,19,AB,Osaka,"21 Years, 5 Months, 21 Days",,17,Takajo Aki,23083,2012,27,-5,AKB48,Undergirls Center,1991/10/03,26,20,B,Tokyo,"26 Years, 4 Months, 3 Days",,61,Nishino Miki,16548,2016,45,REENTER,AKB48,Future Girls Member,1999/04/04,18,17,O,Shizuoka,"18 Years, 10 Months, 2 Days"
78,Miyazaki Miho,13366,2016,45,0,AKB48,Upcoming Girls Member,1993/07/30,24,22,O,Tokyo,"24 Years, 6 Months, 7 Days",,20,Takajo Aki,33129,2013,32,-3,AKB48,Undergirls Member,1991/10/03,26,21,B,Tokyo,"26 Years, 4 Months, 3 Days",,61,Ichikawa Miori,18814,2017,49,20,NMB48,Future Girls Member,1994/02/12,23,23,"O (""The shape of a lemon"")",Saitama,"23 Years, 11 Months, 25 Days"
79,Hidaka Yuzuki,13204,2016,45,NEW,SKE48,Upcoming Girls Member,1998/04/01,19,18,O,Aichi,"19 Years, 10 Months, 5 Days",,26,Takajo Aki,24415,2014,37,-6,AKB48,Undergirls Member,1991/10/03,26,22,B,Tokyo,"26 Years, 4 Months, 3 Days",,62,Yakata Miki,5606,2012,27,NEW,SKE48,Future Girls Member,1992/06/29,25,20,O,Oita,"25 Years, 7 Months, 8 Days"
80,Murashige Anna,13058,2016,45,REENTER,HKT48,Upcoming Girls Member,1998/07/29,19,17,O,Yamaguchi,"19 Years, 6 Months, 8 Days",,30,Takajo Aki,22502,2015,41,-4,AKB48,Undergirls Member,1991/10/03,26,23,B,Tokyo,"26 Years, 4 Months, 3 Days",,62,Hirajima Natsumi,11806,2013,32,REENTER,AKB48,Future Girls Member,1992/05/28,25,21,O,Tokyo,"25 Years, 8 Months, 9 Days"
81,Ichikawa Miori,12970,2016,45,-28,NMB48,No Membership,1994/02/12,23,22,"O (""The shape of a lemon"")",Saitama,"23 Years, 11 Months, 25 Days",,25,Takakura Moeka,28623,2017,49,NEW,NGT48,Undergirls Member,2001/04/23,16,16,O,Niigata,"16 Years, 9 Months, 14 Days",,62,Nishino Miki,12824,2014,37,NEW,NMB48,Future Girls Member,1999/04/04,18,15,O,Shizuoka,"18 Years, 10 Months, 2 Days"
82,Wakatabe Haruka,12890,2016,45,NEW,HKT48,No Membership,1998/09/26,19,17,AB,Fukuoka,"19 Years, 4 Months, 11 Days",,35,Takayanagi Akane,2030,2010,17,NEW,SKE48,Undergirls Member,1991/11/29,26,18,B,Aichi,"26 Years, 2 Months, 8 Days",,62,Kato Rumi,15474,2015,41,NEW,SKE48,Future Girls Member,1995/03/09,22,20,B,Gifu,"22 Years, 10 Months, 28 Days"
83,Azuma Rion,12396,2016,45,-22,SKE48,No Membership,1996/11/13,21,19,AB,Hokkaido,"21 Years, 2 Months, 24 Days",,23,Takayanagi Akane,10854,2011,22,12,SKE48,Undergirls Member,1991/11/29,26,19,B,Aichi,"26 Years, 2 Months, 8 Days",,62,Owada Nana,16246,2016,45,NEW,AKB48,Future Girls Member,1999/09/15,18,16,A,Chiba,"18 Years, 4 Months, 22 Days"
84,Kato Yuuka,12371,2016,45,-25,NMB48,No Membership,1997/08/01,20,18,A,Osaka,"20 Years, 6 Months, 5 Days",,24,Takayanagi Akane,14111,2012,27,-1,SKE48,Undergirls Member,1991/11/29,26,20,B,Aichi,"26 Years, 2 Months, 8 Days",,62,Motomura Aoi,18363,2017,49,-26,HKT48,Future Girls Member,1997/05/31,20,20,A,Fukuoka,"20 Years, 8 Months, 6 Days"
85,Noguchi Yume,12284,2016,45,NEW,SKE48,No Membership,1998/04/17,19,18,A,Aichi,"19 Years, 9 Months, 20 Days",,23,Takayanagi Akane,29199,2013,32,1,SKE48,Undergirls Member,1991/11/29,26,21,B,Aichi,"26 Years, 2 Months, 8 Days",,63,Nakanishi Yuka,5592,2012,27,NEW,SKE48,Future Girls Member,1989/01/24,28,23,A,Aichi,"29 Years, 0 Months, 13 Days"
86,Arai Yuki,12114,2016,45,NEW,SKE48,No Membership,1998/05/07,19,18,A,Kyoto,"19 Years, 8 Months, 30 Days",,31,Takayanagi Akane,21972,2014,37,-8,SKE48,Undergirls Member,1991/11/29,26,22,B,Aichi,"26 Years, 2 Months, 8 Days",,63,Kaneko Shiori,11620,2013,32,NEW,SKE48,Future Girls Member,1995/06/13,22,18,AB,Saitama,"22 Years, 7 Months, 24 Days"
87,Oya Shizuka,11498,2016,45,-28,AKB48,No Membership,1991/12/28,26,24,O,Fukuoka,"26 Years, 1 Months, 9 Days",,14,Takayanagi Akane,52609,2015,41,17,SKE48,Senbatsu Member,1991/11/29,26,23,B,Aichi,"26 Years, 2 Months, 8 Days",,63,Uchiyama Natsuki,12749,2014,37,NEW,AKB48,Future Girls Member,1995/09/25,22,18,A,Kanagawa,"22 Years, 4 Months, 12 Days"
88,Murase Sae,10951,2016,45,NEW,NMB48,No Membership,1997/03/30,20,19,A,Osaka,"20 Years, 10 Months, 7 Days",,20,Takayanagi Akane,33176,2016,45,-6,SKE48,Undergirls Member,1991/11/29,26,24,B,Aichi,"26 Years, 2 Months, 8 Days",,63,Yamauchi Suzuran,15157,2015,41,6,SKE48,Future Girls Member,1994/12/08,23,20,O,Chiba,"23 Years, 1 Months, 29 Days"
89,Tanaka Natsumi,10419,2016,45,NEW,HKT48,No Membership,2000/08/10,17,15,A,Fukuoka,"17 Years, 5 Months, 27 Days",,15,Takayanagi Akane,38576,2017,49,5,SKE48,Senbatsu Member,1991/11/29,26,25,B,Aichi,"26 Years, 2 Months, 8 Days",,63,Sakai Mei,15994,2016,45,NEW,SKE48,Future Girls Member,1997/12/13,20,18,B,Aichi,"20 Years, 1 Months, 24 Days"
90,Imada Mina,10056,2016,45,NEW,HKT48,No Membership,1997/03/05,20,19,O,Fukuoka,"20 Years, 11 Months, 1 Days",,76,Takeuchi Mai,13539,2015,41,NEW,SKE48,Upcoming Girls Member,1993/08/31,24,21,A,Mie,"24 Years, 5 Months, 6 Days",,63,Kumazaki Haruka,18299,2017,49,4,SKE48,Future Girls Member,1997/08/10,20,19,O,Aichi,"20 Years, 5 Months, 27 Days"
91,Nakanishi Chiyori,9961,2016,45,NEW,AKB48,No Membership,1995/05/12,22,21,O,Fukuoka,"22 Years, 8 Months, 25 Days",,54,Takeuchi Mai,19336,2016,45,NEW,SKE48,Future Girls Member,1993/08/31,24,22,A,Mie,"24 Years, 5 Months, 6 Days",,64,Komori Mika,5398,2012,27,-32,AKB48,Future Girls Member,1994/07/19,23,17,O,Aichi,"23 Years, 6 Months, 18 Days"
92,Saito Makiko,9900,2016,45,-27,SKE48,No Membership,1994/06/28,23,22,A,Osaka,"23 Years, 7 Months, 9 Days",,31,Takeuchi Saki,28282,2016,45,NEW,SKE48,Undergirls Member,1999/11/24,18,16,B,Aichi,"18 Years, 2 Months, 13 Days",,64,Nakanishi Yuka,11602,2013,32,-1,SKE48,Future Girls Member,1989/01/24,28,24,A,Aichi,"29 Years, 0 Months, 13 Days"
93,Aoki Shiori,9813,2016,45,NEW,SKE48,No Membership,1996/04/22,21,20,O,Shizuoka,"21 Years, 9 Months, 15 Days",,56,Takeuchi Saki,19919,2017,49,-25,SKE48,Future Girls Member,1999/11/24,18,17,B,Aichi,"18 Years, 2 Months, 13 Days",,64,Matsuoka Natsumi,12569,2014,37,NEW,AKB48,Future Girls Member,1996/08/08,21,17,O,Fukuoka,"21 Years, 5 Months, 29 Days"
94,Shinozaki Ayana,9684,2016,45,NEW,AKB48,No Membership,1996/01/08,22,20,B,Saitama,"22 Years, 0 Months, 29 Days",,71,Tanabe Miku,11041,2014,37,NEW,AKB48,Upcoming Girls Member,1992/12/02,25,21,O,Shiga,"25 Years, 2 Months, 4 Days",,64,Yoshida Akari,14933,2015,41,8,NMB48,Future Girls Member,1996/08/16,21,18,AB,Osaka,"21 Years, 5 Months, 21 Days"
95,Ogino Yuka,9403,2016,45,NEW,NGT48,No Membership,1999/02/16,18,17,A,Saitama,"18 Years, 11 Months, 21 Days",,45,Tanaka Miku,21009,2016,45,26,HKT48,Next Girls Member,2001/09/12,16,14,B,Kumamoto,"16 Years, 4 Months, 25 Days",,64,Kitagawa Ryoha,15793,2016,45,2,SKE48,Future Girls Member,1998/10/09,19,17,B,Aichi,"19 Years, 3 Months, 28 Days"
96,Nakai Rika,8997,2016,45,NEW,NGT48,No Membership,1997/08/23,20,18,A,Toyama,"20 Years, 5 Months, 14 Days",,28,Tanaka Miku,28355,2017,49,17,HKT48,Undergirls Member,2001/09/12,16,15,B,Kumamoto,"16 Years, 4 Months, 25 Days",,64,Kitagawa Ryoha,18052,2017,49,0,SKE48,Future Girls Member,1998/10/09,19,18,B,Aichi,"19 Years, 3 Months, 28 Days"
97,Fukuoka Seina,8984,2016,45,NEW,AKB48,No Membership,2000/08/01,17,15,**,Kanagawa,"17 Years, 6 Months, 5 Days",,89,Tanaka Natsumi,10419,2016,45,NEW,HKT48,No Membership,2000/08/10,17,15,A,Fukuoka,"17 Years, 5 Months, 27 Days",,65,Nagao Mariya,12448,2014,37,-30,HKT48,Upcoming Girls Center,1994/03/10,23,20,O,Kanagawa,"23 Years, 10 Months, 27 Days"
98,Shimono Yuki,8956,2016,45,NEW,HKT48,No Membership,1998/04/02,19,18,O,Fukuoka,"19 Years, 10 Months, 4 Days",,50,Tanaka Natsumi,21472,2017,49,39,HKT48,Future Girls Member,2000/08/10,17,16,A,Fukuoka,"17 Years, 5 Months, 27 Days",,65,Saito Makiko,14916,2015,41,10,SKE48,Upcoming Girls Center,1994/06/28,23,21,A,Osaka,"23 Years, 7 Months, 9 Days"
99,Tano Yuuka,8638,2016,45,-52,AKB48,No Membership,1997/03/07,20,19,O,Tokyo,"20 Years, 10 Months, 30 Days",,23,Tani Marika,26051,2015,41,NEW,SKE48,Undergirls Member,1996/01/05,22,19,B,Fukuoka,"22 Years, 1 Months, 1 Days",,65,Miyamae Ami,15716,2016,45,-20,SKE48,Upcoming Girls Center,1997/09/09,20,18,A,Aichi,"20 Years, 4 Months, 28 Days"
100,Goto Risako,8372,2016,45,-48,SKE48,No Membership,1997/05/29,20,19,A,Aichi,"20 Years, 8 Months, 8 Days",,55,Tani Marika,19274,2016,45,-32,SKE48,Future Girls Member,1996/01/05,22,20,B,Fukuoka,"22 Years, 1 Months, 1 Days",,65,Ota Nao,17757,2017,49,NEW,AKB48,Upcoming Girls Center,1994/12/05,23,22,AB,Kyoto,"23 Years, 2 Months, 1 Days"
1,Sashihara Rino,246376,2017,49,0,HKT48,Senbatsu Center,1992/11/21,25,24,O,Oita,"25 Years, 2 Months, 16 Days",,66,Tani Marika,17744,2017,49,-11,SKE48,Upcoming Girls Member,1996/01/05,22,21,B,Fukuoka,"22 Years, 1 Months, 1 Days",,66,Iwatate Saho,11873,2014,37,NEW,AKB48,Upcoming Girls Member,1994/10/04,23,19,B,Kanagawa,"23 Years, 4 Months, 2 Days"
2,Watanabe Mayu,149132,2017,49,0,AKB48,Senbatsu Member,1994/03/26,23,23,A,Saitama,"23 Years, 10 Months, 11 Days",,74,Tanigawa Airi,13744,2015,41,NEW,NMB48,Upcoming Girls Member,1995/12/05,22,19,O,Osaka,"22 Years, 2 Months, 1 Days",,66,Kitagawa Ryoha,14674,2015,41,NEW,SKE48,Upcoming Girls Member,1998/10/09,19,16,B,Aichi,"19 Years, 3 Months, 28 Days"
3,Matsui Jurina,113615,2017,49,0,SKE48,Senbatsu Member,1997/03/08,20,20,B,Aichi,"20 Years, 10 Months, 29 Days",,57,Tanigawa Airi,19752,2017,49,REENTER,NMB48,Future Girls Member,1995/12/05,22,21,O,Osaka,"22 Years, 2 Months, 1 Days",,66,Kishino Rika,15697,2016,45,NEW,NMB48,Upcoming Girls Member,1994/06/04,23,22,O,Hyogo,"23 Years, 8 Months, 2 Days"
4,Miyawaki Sakura,82803,2017,49,2,HKT48,Senbatsu Member,1998/03/19,19,19,A,Kagoshima,"19 Years, 10 Months, 18 Days",,69,Taniguchi Megu,14950,2016,45,NEW,AKB48,Upcoming Girls Member,1998/11/12,19,17,A,Tokyo,"19 Years, 2 Months, 25 Days",,66,Tani Marika,17744,2017,49,-11,SKE48,Upcoming Girls Member,1996/01/05,22,21,B,Fukuoka,"22 Years, 1 Months, 1 Days"
5,Ogino Yuka,73368,2017,49,90,NGT48,Senbatsu Member,1999/02/16,18,18,A,Saitama,"18 Years, 11 Months, 21 Days",,45,Taniguchi Megu,23304,2017,49,24,AKB48,Next Girls Member,1998/11/12,19,18,A,Tokyo,"19 Years, 2 Months, 25 Days",,67,Murashige Anna,11586,2014,37,NEW,AKB48,Upcoming Girls Member,1998/07/29,19,15,O,Yamaguchi,"19 Years, 6 Months, 8 Days"
6,Suda Akari,63124,2017,49,1,SKE48,Senbatsu Member,1991/10/31,26,25,A,Aichi,"26 Years, 3 Months, 6 Days",,96,Tanikawa Hijiri,10755,2017,49,NEW,AKB48,No Membership,2000/12/26,17,16,A,Akita,"17 Years, 1 Months, 11 Days",,67,Omori Miyuu,14669,2015,41,NEW,AKB48,Upcoming Girls Member,1998/09/03,19,16,B,Kanagawa,"19 Years, 5 Months, 3 Days"
7,Yokoyama Yui,58314,2017,49,4,AKB48,Senbatsu Member,1992/12/08,25,24,B,Kyoto,"25 Years, 1 Months, 29 Days",,45,Tano Yuuka,6694,2012,27,NEW,AKB48,Next Girls Member,1997/03/07,20,15,O,Tokyo,"20 Years, 10 Months, 30 Days",,67,Kumazaki Haruka,15600,2016,45,NEW,SKE48,Upcoming Girls Member,1997/08/10,20,18,O,Aichi,"20 Years, 5 Months, 27 Days"
8,Soda Sarina,52475,2017,49,22,SKE48,Senbatsu Member,1993/01/18,25,24,B,Saitama,"25 Years, 0 Months, 19 Days",,38,Tano Yuuka,18125,2013,32,7,AKB48,Next Girls Member,1997/03/07,20,16,O,Tokyo,"20 Years, 10 Months, 30 Days",,67,Nagano Serika,17662,2017,49,NEW,AKB48,Upcoming Girls Member,2001/03/27,16,16,O,Osaka,"16 Years, 10 Months, 10 Days"
9,Okada Nana,48143,2017,49,5,AKB48,Senbatsu Member,1997/11/07,20,19,A,Osaka,"20 Years, 2 Months, 30 Days",,45,Tano Yuuka,17608,2014,37,0,SKE48,Next Girls Member,1997/03/07,20,17,O,Tokyo,"20 Years, 10 Months, 30 Days",,68,Umemoto Madoka,11538,2014,37,-29,HKT48,Upcoming Girls Member,1992/07/17,25,21,O,Aichi,"25 Years, 6 Months, 20 Days"
